KPIs_met >80%,awards_won?,department,avg_training_score,gender,region,length_of_service,education,age,recruitment_channel,previous_year_rating_bin,no_of_trainings_bin,KMeans_Clusters,is_promoted
0,0,5,78,1,0,7,2,39,0,2,0,1,0
0,0,2,56,1,4,5,0,30,2,4,0,0,0
0,1,6,54,0,1,8,0,38,0,1,0,0,0
1,0,4,50,0,0,9,0,38,2,2,0,0,0
0,0,2,61,0,1,6,1,34,2,4,0,0,0
0,0,1,88,0,0,6,0,36,0,3,0,1,0
1,0,4,46,1,3,3,1,33,0,2,0,0,0
1,0,2,61,0,1,1,0,28,0,0,0,0,0
1,0,2,61,1,1,3,0,28,2,3,1,0,0
0,0,2,61,0,0,6,0,51,2,3,0,0,0
1,0,1,82,0,8,5,0,28,2,3,0,1,0
1,0,2,60,1,1,4,0,35,2,4,1,0,0
1,0,0,58,0,23,7,0,34,0,4,0,0,0
1,0,4,47,0,25,5,0,53,2,4,0,0,0
1,0,3,71,1,32,5,0,32,2,3,0,1,0
0,0,4,44,0,32,7,0,29,0,1,0,0,0
1,0,0,61,0,23,6,0,31,0,2,0,0,1
0,0,4,51,0,8,15,0,49,2,4,0,0,0
0,0,3,70,0,17,6,0,32,2,4,0,1,0
1,0,2,59,0,1,16,1,43,0,4,1,0,0
1,0,2,58,1,7,5,1,43,0,1,0,0,0
0,0,3,67,1,3,21,1,52,2,2,0,1,0
0,0,6,55,1,12,3,0,29,0,1,0,0,0
0,0,1,83,0,29,2,0,31,2,2,0,1,0
0,0,4,51,0,17,3,2,27,2,3,0,0,0
1,0,6,53,1,30,3,0,30,2,1,0,0,0
0,0,7,61,0,0,18,0,56,0,3,0,0,0
1,0,2,54,1,0,6,0,32,2,4,0,0,1
1,0,4,53,0,17,4,0,28,0,2,0,0,0
0,0,4,51,0,6,8,1,36,2,1,1,0,0
1,1,5,81,1,3,9,0,35,2,2,0,1,0
0,0,4,55,0,0,5,1,57,2,3,0,0,0
0,0,3,70,0,3,9,1,33,2,2,0,1,0
0,0,2,57,0,2,6,0,43,0,1,0,0,0
1,0,6,50,1,0,22,0,49,2,4,0,0,0
0,0,0,56,0,20,1,0,29,2,0,0,0,0
0,0,4,49,0,17,7,0,31,0,1,1,0,0
0,0,4,47,1,2,1,0,25,2,0,0,0,0
0,0,6,50,0,0,2,0,31,0,1,0,0,0
0,0,2,59,1,21,1,2,29,2,0,0,0,0
0,0,3,70,0,0,1,3,20,2,0,0,1,0
1,0,4,48,0,0,10,1,54,2,4,0,0,1
0,0,4,51,0,12,8,1,41,2,2,0,0,0
0,0,5,75,1,3,4,0,25,2,2,0,1,0
0,0,3,66,0,14,8,1,32,2,2,1,0,0
0,0,4,48,0,9,3,1,42,0,3,0,0,0
0,0,5,81,1,0,5,1,39,2,1,0,1,0
0,0,2,60,0,25,15,1,46,0,2,1,0,0
1,0,2,58,1,1,8,1,50,2,4,0,0,0
0,0,5,82,0,23,5,0,28,0,2,0,1,0
0,0,2,64,0,1,4,3,26,0,4,0,0,0
0,0,3,80,1,0,10,1,35,0,4,0,1,1
0,0,2,59,1,21,3,0,30,2,2,0,0,0
0,0,4,45,0,18,14,1,45,0,1,0,0,0
0,0,5,82,1,7,2,0,24,0,3,0,1,0
1,0,1,88,0,0,9,0,38,2,2,0,1,0
0,0,4,46,0,24,9,0,33,0,4,0,0,0
0,0,2,58,0,31,9,0,43,0,4,0,0,0
0,0,2,63,0,1,4,0,44,0,3,0,0,0
0,0,1,85,0,13,5,0,27,0,2,0,1,0
0,0,4,50,0,0,15,1,53,0,3,1,0,0
1,0,4,51,0,1,6,0,33,2,2,0,0,0
0,0,4,49,0,22,13,1,42,2,1,0,0,0
0,0,2,64,0,17,5,0,37,0,1,0,0,0
0,0,5,85,1,0,2,0,24,2,1,0,1,0
0,0,4,47,0,28,1,0,25,2,0,0,0,0
0,0,2,60,0,9,3,1,40,0,3,0,0,0
0,0,4,49,1,27,7,0,30,2,2,0,0,0
1,0,4,49,0,31,6,1,34,2,3,0,0,0
1,0,0,59,1,0,3,1,54,2,2,0,0,0
0,0,2,60,0,17,11,1,39,2,2,0,0,0
0,0,4,47,0,16,1,0,28,2,0,0,0,0
0,0,3,70,0,1,3,1,32,2,1,1,1,0
0,0,2,58,0,29,7,1,40,0,3,0,0,0
1,0,4,49,0,9,5,0,30,0,4,0,0,1
0,0,5,84,1,29,5,0,31,2,1,0,1,0
1,0,5,80,0,24,4,0,36,0,4,0,1,0
0,0,4,48,0,13,18,1,50,0,2,0,0,0
0,0,2,60,1,3,4,0,31,2,2,1,0,0
0,0,2,76,1,1,7,0,32,2,2,0,1,1
0,0,4,50,0,8,4,1,31,2,1,0,0,0
0,0,4,48,0,21,4,0,28,2,1,0,0,0
0,0,5,78,1,14,3,1,40,2,2,0,1,0
0,0,6,52,0,1,10,1,34,2,1,0,0,0
0,0,4,55,1,0,4,1,59,2,2,0,0,0
0,0,5,81,0,3,3,1,40,2,1,0,1,0
0,0,6,43,1,0,1,0,28,2,0,0,0,0
0,0,3,68,0,0,4,0,36,2,1,1,1,0
0,0,4,51,0,2,9,2,35,0,2,0,0,0
1,0,2,60,0,25,6,0,28,0,4,1,0,0
0,0,1,79,0,16,1,2,28,2,0,0,1,0
1,0,2,63,1,31,4,0,26,2,4,0,0,0
1,1,4,47,0,13,3,0,26,2,2,0,0,0
0,0,1,82,0,2,5,0,30,0,1,1,1,0
0,0,4,52,0,1,25,1,55,2,2,0,0,0
0,0,2,58,1,31,3,0,33,2,2,0,0,0
0,0,2,62,1,2,9,0,34,2,2,0,0,0
1,0,5,78,0,0,7,0,29,2,1,1,1,0
0,0,1,88,0,8,5,0,34,2,2,0,1,0
0,1,4,50,0,23,4,0,30,2,4,0,0,0
1,0,3,70,1,0,5,0,33,0,3,0,1,0
0,0,4,51,1,1,6,2,29,2,4,0,0,0
0,0,3,69,0,3,14,1,41,0,2,1,1,0
0,0,3,71,1,0,9,0,37,1,3,0,1,0
0,0,4,44,0,0,3,0,52,0,3,0,0,0
0,0,4,50,0,0,31,1,60,2,4,0,0,0
0,0,4,47,0,7,4,1,36,0,2,0,0,0
0,0,2,63,1,0,3,0,29,2,1,0,0,0
0,0,5,78,1,7,8,0,35,0,2,0,1,0
0,0,3,76,0,13,2,0,38,2,2,0,1,0
0,0,7,71,0,1,3,0,29,2,2,0,1,1
0,0,2,64,0,8,7,0,36,2,1,0,0,0
0,0,1,85,0,17,3,0,27,0,1,0,1,0
1,0,2,59,0,8,2,0,24,2,4,1,0,0
1,0,0,56,0,1,2,0,26,2,2,0,0,0
1,0,1,86,0,1,6,0,32,2,4,1,1,0
0,0,2,57,0,18,5,0,32,2,2,0,0,0
1,0,2,62,1,0,5,0,31,1,2,0,0,0
0,0,3,75,0,0,3,0,31,0,2,0,1,0
0,0,4,52,1,0,17,1,51,2,1,1,0,0
0,0,5,86,0,1,3,1,35,0,2,1,1,0
0,0,2,58,1,0,6,0,30,0,1,0,0,0
0,0,2,55,0,0,22,0,56,2,4,1,0,0
0,0,6,52,0,0,4,0,31,2,2,1,0,0
1,0,5,72,0,10,1,0,28,2,0,0,1,0
0,0,4,57,0,28,1,0,30,0,0,0,0,0
1,0,5,77,1,0,2,1,30,2,3,0,1,0
1,0,1,83,0,0,8,0,40,0,4,0,1,0
0,0,1,88,0,3,6,0,31,2,1,1,1,0
0,0,0,64,0,13,6,0,30,0,2,0,0,0
0,0,5,76,0,0,2,0,27,2,1,1,1,0
0,0,8,85,1,22,5,0,32,2,4,0,1,0
0,0,4,62,0,3,5,0,40,2,2,0,0,1
0,0,4,48,0,17,3,1,41,2,1,0,0,0
0,0,1,89,0,19,5,0,29,2,2,0,1,0
1,0,4,50,0,28,1,0,26,2,0,0,0,0
0,0,2,64,1,4,9,0,36,0,4,0,0,0
0,0,6,50,1,7,1,0,28,2,0,0,0,0
0,0,4,47,1,0,5,1,39,2,4,0,0,0
1,0,1,87,1,1,1,0,27,0,0,0,1,0
0,0,0,60,1,0,6,0,31,2,3,1,0,0
0,0,4,52,0,16,2,0,27,2,2,1,0,0
0,0,3,70,1,18,3,0,27,0,3,0,1,0
0,0,4,53,0,17,1,0,26,2,0,0,0,0
0,0,4,47,0,0,7,0,48,2,1,1,0,0
0,0,1,86,0,3,3,1,32,2,3,0,1,0
1,0,6,44,0,0,17,1,47,2,4,0,0,0
0,0,4,49,0,29,7,0,38,0,2,0,0,0
0,0,4,50,0,13,17,1,43,2,2,1,0,0
0,0,4,53,0,30,8,0,38,0,1,0,0,0
1,0,8,82,0,0,2,2,25,0,4,1,1,0
1,0,2,59,1,0,15,0,45,2,2,0,0,0
1,0,2,59,0,1,16,1,58,2,4,0,0,0
0,0,1,83,0,22,4,0,28,2,1,1,1,0
0,0,4,54,0,22,3,0,31,2,3,0,0,0
0,0,2,61,0,30,4,0,28,2,2,0,0,0
0,0,2,59,0,0,1,3,24,0,0,0,0,0
1,0,4,49,1,0,8,0,31,2,3,0,0,0
0,0,4,49,0,23,10,0,35,0,3,0,0,0
1,0,2,62,0,25,7,0,36,0,4,0,0,0
1,0,2,58,0,17,3,0,35,2,3,1,0,0
0,0,4,51,0,3,6,1,40,2,1,0,0,0
0,0,4,49,0,7,6,0,40,0,1,0,0,0
1,1,4,51,0,4,5,0,28,2,2,1,0,0
0,0,4,50,0,4,8,0,34,0,1,0,0,0
0,0,2,61,1,1,7,0,30,2,3,0,0,0
0,0,3,64,0,17,3,1,35,0,1,3,0,0
0,0,4,46,0,7,19,0,50,0,1,0,0,0
1,0,4,47,0,29,2,0,32,2,2,0,0,0
0,0,4,51,0,8,4,0,36,2,3,0,0,0
0,0,4,65,0,0,1,2,24,2,2,1,0,1
0,0,5,82,1,14,6,1,31,0,2,0,1,0
1,0,4,47,0,0,2,2,26,2,4,0,0,1
0,0,1,87,0,15,1,0,27,2,0,0,1,0
1,0,6,51,1,20,5,0,30,2,3,0,0,0
1,0,2,59,0,16,3,0,28,2,3,0,0,0
0,0,4,46,0,20,1,0,26,2,3,3,0,0
1,0,3,67,1,23,7,1,34,2,2,1,1,0
0,0,2,60,0,4,5,0,29,2,1,0,0,0
0,0,5,83,1,0,28,0,59,2,1,0,1,0
1,0,4,46,0,3,4,0,31,0,4,0,0,0
1,0,2,56,0,17,4,1,59,2,3,0,0,0
0,0,3,65,0,24,21,1,60,0,2,0,0,0
1,0,5,78,1,13,4,0,34,0,3,1,1,0
0,0,3,65,0,7,2,0,31,0,2,1,0,0
0,0,4,49,0,31,6,0,30,2,4,0,0,0
1,0,2,56,0,16,3,0,33,2,3,0,0,0
0,0,3,73,1,23,9,1,35,2,1,0,1,0
0,0,0,58,0,0,3,0,29,2,1,0,0,0
0,0,1,84,0,20,2,0,28,2,1,0,1,0
0,0,4,50,0,16,5,0,36,2,1,0,0,0
0,0,7,60,0,3,1,3,28,2,0,1,0,0
1,0,2,59,1,7,3,0,35,0,3,0,0,0
1,0,2,60,0,0,8,0,51,2,2,1,0,0
0,0,6,49,1,0,8,0,32,2,1,0,0,0
1,0,5,76,0,24,9,0,36,2,3,0,1,0
1,0,2,58,0,16,11,0,40,0,3,0,0,0
0,0,4,50,0,19,7,0,30,0,1,0,0,0
0,0,2,59,0,3,8,0,37,0,2,0,0,0
0,0,5,75,0,0,5,1,32,0,2,1,1,0
1,0,2,56,0,30,2,1,34,2,3,0,0,0
0,0,2,63,0,1,1,3,22,2,0,0,0,0
1,0,4,48,0,23,3,0,45,0,2,0,0,0
0,0,1,84,0,8,8,1,36,2,2,0,1,0
0,0,3,72,0,0,15,1,50,0,2,1,1,0
0,0,3,67,0,13,9,0,32,2,1,1,1,0
0,0,3,82,1,17,6,1,30,2,4,0,1,1
0,0,7,58,0,0,12,1,60,2,2,0,0,0
0,0,2,61,0,1,8,1,34,0,4,0,0,0
0,0,3,67,0,3,12,1,40,2,4,0,1,0
0,0,3,70,0,7,3,1,36,2,2,0,1,0
0,0,4,52,0,3,10,0,39,0,4,0,0,0
1,0,3,70,1,0,6,0,42,2,4,0,1,0
1,0,5,79,0,0,3,1,40,0,2,0,1,0
1,0,0,58,1,1,2,0,27,0,3,0,0,0
1,0,2,61,0,0,6,0,38,2,3,0,0,0
1,0,5,79,0,0,3,0,39,2,3,0,1,0
1,0,7,58,0,15,1,0,31,2,0,0,0,0
0,0,4,51,1,7,1,0,26,2,0,0,0,0
1,0,0,57,0,0,18,0,50,2,3,0,0,0
1,0,2,56,0,1,4,0,29,0,3,1,0,1
0,0,4,53,0,23,5,0,43,0,1,1,0,0
0,0,1,84,1,1,2,0,28,0,1,0,1,0
0,0,5,79,0,15,1,3,23,2,0,1,1,0
1,0,2,54,0,17,3,0,39,0,3,0,0,0
1,0,3,73,1,18,4,1,34,2,3,0,1,0
0,0,2,77,1,1,8,0,60,2,2,0,1,1
0,0,4,48,0,2,2,1,34,2,2,0,0,0
0,0,4,61,0,7,2,0,28,2,4,0,0,1
0,0,1,81,0,13,2,0,30,0,2,1,1,0
1,0,1,88,0,31,2,1,31,0,2,1,1,0
0,0,4,51,0,4,9,1,39,2,1,0,0,0
0,0,1,82,0,1,7,1,35,2,1,0,1,0
0,0,4,52,0,23,1,0,28,2,0,0,0,0
0,0,5,82,0,3,2,0,25,0,3,0,1,0
0,0,2,56,1,3,7,0,35,2,1,0,0,0
0,0,2,55,1,17,1,0,27,0,2,0,0,0
0,0,3,72,0,15,4,0,25,2,2,0,1,0
0,0,4,59,0,3,2,0,26,2,2,0,0,1
0,0,2,55,1,7,7,0,33,0,3,0,0,0
0,0,4,53,0,15,7,0,32,2,2,0,0,0
0,0,1,84,0,3,4,1,44,0,2,0,1,0
0,0,2,59,0,21,7,0,33,2,3,0,0,0
1,0,2,57,0,21,5,0,42,2,3,0,0,0
0,0,6,48,1,0,3,0,33,2,1,0,0,0
1,0,8,80,0,23,4,1,38,2,3,1,1,0
0,0,3,73,0,14,9,1,37,0,2,0,1,0
1,0,4,48,0,9,14,1,44,0,1,0,0,1
0,0,4,49,1,0,8,0,38,2,1,0,0,0
1,0,8,82,0,23,3,1,38,2,4,0,1,0
0,0,2,57,0,13,5,0,31,0,3,0,0,0
0,0,4,51,1,7,4,0,31,0,1,0,0,0
0,0,2,73,1,0,1,3,24,0,0,0,1,1
0,0,3,71,0,15,11,0,38,0,2,1,1,0
0,0,7,56,0,4,5,0,32,2,2,0,0,0
0,0,4,48,0,7,1,0,27,0,0,0,0,0
0,0,5,81,1,0,17,0,60,2,1,0,1,0
0,0,1,87,0,0,8,1,60,2,4,1,1,1
0,0,2,62,0,2,12,1,41,0,4,0,0,0
1,0,3,69,0,0,7,1,43,2,2,0,1,0
1,0,4,49,0,0,3,1,45,2,2,0,0,0
0,0,4,48,1,7,4,0,31,2,3,0,0,0
1,0,1,83,0,1,7,0,29,0,3,1,1,0
0,0,5,81,1,1,3,0,27,2,1,1,1,0
0,0,4,48,0,0,11,0,34,0,1,0,0,0
1,0,2,58,0,3,11,0,50,2,3,0,0,0
1,0,2,59,0,8,5,0,33,2,4,1,0,0
1,0,5,78,1,3,5,1,44,0,3,0,1,0
0,0,1,86,0,3,1,0,31,2,4,0,1,0
0,0,3,63,0,17,5,0,29,2,1,0,0,0
0,0,1,86,0,5,2,0,29,0,4,1,1,0
0,0,4,51,0,17,3,0,39,2,1,0,0,0
0,0,4,49,0,25,5,0,26,2,1,0,0,0
0,0,2,57,0,1,3,0,29,2,2,0,0,0
0,0,3,68,0,24,9,0,41,2,3,0,1,0
0,0,8,81,0,22,5,0,32,2,1,0,1,0
0,0,0,59,0,16,2,0,25,0,2,1,0,0
0,0,8,86,0,0,5,1,44,2,2,1,1,0
1,0,2,59,0,23,5,1,27,2,4,0,0,0
0,0,3,67,0,0,9,0,36,2,2,1,1,0
0,0,3,70,1,0,2,1,34,2,2,0,1,0
0,0,2,58,0,3,4,1,34,0,3,0,0,0
0,0,2,63,1,16,3,0,29,2,4,0,0,0
0,0,0,62,0,0,3,0,41,2,3,1,0,0
1,0,8,85,0,0,2,1,29,2,2,1,1,0
0,0,4,49,0,8,6,0,29,0,1,1,0,0
1,0,4,46,0,7,5,0,33,0,1,2,0,0
0,0,6,51,0,0,8,1,35,0,1,0,0,0
1,0,4,48,0,0,6,0,30,0,4,1,0,0
1,0,2,59,1,0,13,1,52,0,2,0,0,0
0,0,2,61,0,20,4,0,33,0,3,0,0,0
1,0,8,84,0,13,12,0,41,0,3,2,1,0
1,0,5,75,1,1,1,0,29,0,0,1,1,0
1,0,1,86,0,9,5,1,30,0,4,0,1,0
1,0,2,57,1,18,7,0,30,0,3,0,0,0
0,0,2,63,1,0,18,0,49,0,3,0,0,0
1,0,3,70,0,0,2,3,25,0,4,0,1,0
0,0,7,60,0,0,6,0,46,0,2,0,0,0
0,0,0,61,0,3,2,0,29,2,3,0,0,0
1,1,1,79,0,0,4,0,31,2,3,1,1,0
1,0,1,82,0,9,10,1,33,0,2,1,1,0
0,0,3,71,0,9,7,1,36,0,2,0,1,0
1,0,6,49,1,1,8,0,30,0,3,0,0,0
0,1,0,90,0,23,4,1,32,2,4,0,1,1
1,0,4,51,0,2,10,0,39,2,2,0,0,0
0,0,4,47,0,32,2,0,27,0,2,0,0,0
1,0,1,87,0,1,5,2,31,0,4,0,1,0
0,0,6,49,0,20,2,0,31,0,1,0,0,0
0,0,4,48,0,8,4,0,45,2,2,0,0,0
0,0,2,64,0,25,19,1,49,2,2,0,0,0
0,0,3,70,1,0,2,3,22,2,2,1,1,0
1,0,1,83,0,17,2,1,33,0,3,1,1,0
1,0,4,50,0,0,5,1,40,1,4,0,0,0
0,0,0,89,0,9,7,0,30,2,2,1,1,1
0,0,2,62,0,8,1,0,28,0,0,1,0,0
0,0,4,51,0,4,2,0,31,0,1,0,0,0
1,0,2,59,0,18,5,0,30,0,2,1,0,0
0,0,6,48,1,0,5,2,34,0,1,0,0,0
0,0,3,69,1,0,18,1,52,0,2,1,1,0
1,0,5,81,0,18,8,0,38,2,1,1,1,0
0,0,5,77,0,1,7,0,39,0,2,0,1,0
0,0,4,48,0,1,1,0,25,0,0,0,0,0
1,0,4,48,1,0,5,1,41,2,3,0,0,0
0,0,7,59,1,0,1,0,28,0,0,0,0,0
1,0,4,47,0,1,3,0,48,2,4,0,0,0
1,0,5,80,0,0,9,1,38,0,4,0,1,0
0,0,2,59,1,3,3,0,29,2,3,0,0,0
0,0,4,48,0,18,1,2,25,0,2,1,0,0
0,0,0,60,0,0,1,0,25,2,0,1,0,0
0,0,6,51,1,3,3,0,30,0,2,0,0,0
1,0,5,75,0,0,4,0,31,0,3,0,1,0
0,0,7,58,0,26,1,0,27,2,0,0,0,0
1,0,1,89,0,13,4,0,42,0,2,0,1,0
0,0,4,50,0,3,16,1,47,0,3,0,0,0
0,0,1,88,0,17,7,0,31,0,2,0,1,0
0,0,5,80,1,3,2,0,39,2,2,0,1,0
0,0,1,84,0,0,11,2,38,2,3,0,1,0
1,0,5,80,1,13,9,0,35,2,3,0,1,0
1,0,3,72,0,8,5,0,33,0,4,1,1,0
1,0,8,91,0,13,4,0,28,0,4,0,1,0
0,0,4,51,0,23,21,0,51,2,2,0,0,0
0,0,1,85,0,28,5,0,37,2,2,1,1,0
0,0,5,76,1,2,9,0,34,0,2,0,1,0
1,0,2,59,1,17,4,1,35,2,1,0,0,1
0,0,4,47,1,0,7,0,39,0,4,0,0,0
0,0,3,68,0,16,3,1,40,0,2,0,1,0
0,0,8,86,0,1,9,1,36,2,2,1,1,0
0,0,5,84,0,0,6,1,32,2,2,0,1,0
0,0,5,76,1,0,2,0,36,0,1,0,1,0
0,0,4,52,0,4,17,1,47,2,1,0,0,0
0,0,4,48,0,18,5,0,39,2,2,0,0,0
1,0,4,53,0,23,3,0,40,2,2,2,0,0
0,0,4,46,0,0,9,2,51,0,1,0,0,0
0,0,6,49,1,0,12,1,52,2,1,0,0,0
0,0,2,57,0,3,5,0,29,0,4,0,0,0
1,0,1,85,0,3,3,1,34,0,4,1,1,0
1,0,2,61,0,13,3,1,40,2,3,0,0,0
0,0,4,55,0,2,1,2,23,2,0,0,0,0
1,0,2,60,1,16,4,0,31,0,1,0,0,0
1,0,4,51,1,0,11,0,51,2,4,0,0,0
0,0,3,70,0,18,4,0,30,0,2,1,1,0
1,0,4,53,0,29,1,2,25,0,0,1,0,0
0,0,4,51,0,22,3,0,30,2,1,1,0,0
0,0,2,63,0,25,3,0,29,2,3,0,0,0
1,0,4,48,0,25,5,0,31,2,4,0,0,0
0,0,4,46,0,1,14,0,38,0,3,0,0,0
1,0,5,78,0,3,9,1,36,1,4,0,1,0
0,0,1,88,0,5,5,0,29,0,3,0,1,0
0,0,5,82,1,0,2,0,23,2,1,0,1,0
1,0,2,61,0,0,5,0,36,0,2,0,0,0
1,0,2,99,1,3,5,0,32,0,3,0,1,1
1,0,5,82,0,23,10,0,38,0,4,0,1,1
0,0,2,58,0,10,5,0,30,2,3,0,0,0
0,0,4,51,1,0,7,2,47,2,1,0,0,0
0,0,1,85,0,0,1,2,29,2,0,0,1,0
1,0,6,50,1,16,2,0,29,0,4,0,0,0
1,0,4,52,0,3,5,0,33,0,4,1,0,0
0,0,2,63,0,1,4,1,38,2,3,0,0,0
0,0,2,61,0,1,3,1,45,2,2,1,0,0
0,0,2,61,0,13,8,1,36,2,1,0,0,0
0,0,4,51,0,1,2,0,26,2,2,3,0,0
0,0,1,83,0,15,10,0,30,0,1,0,1,0
0,0,4,49,0,16,9,0,36,0,1,0,0,0
1,0,4,51,0,7,1,0,20,2,0,0,0,0
0,0,4,49,0,15,7,1,38,0,3,0,0,0
0,0,2,58,1,1,7,0,30,0,3,0,0,0
0,0,4,51,1,0,6,2,35,2,2,0,0,0
1,0,2,59,1,17,4,1,33,2,4,0,0,0
0,0,4,62,0,5,1,0,30,0,0,1,0,1
0,0,4,54,1,22,5,0,30,2,3,0,0,0
0,0,2,60,1,0,7,0,30,2,3,1,0,0
1,0,0,73,0,23,6,0,33,0,3,1,1,1
0,0,1,89,0,31,10,0,33,2,1,0,1,0
1,0,4,49,0,13,7,0,33,0,4,0,0,0
0,0,4,53,0,4,9,0,40,0,2,0,0,0
1,0,6,49,0,8,4,0,31,2,4,0,0,0
0,0,4,51,0,12,14,0,40,0,4,0,0,0
1,0,2,60,1,16,5,1,36,0,3,0,0,0
0,0,2,59,0,0,5,0,41,2,2,1,0,0
0,0,4,51,0,14,12,0,39,0,2,0,0,0
0,0,0,62,0,31,4,0,28,2,2,0,0,0
0,0,5,80,0,3,1,0,30,2,0,1,1,0
1,0,4,49,0,3,1,2,22,0,0,0,0,0
1,0,1,81,0,31,1,0,28,2,3,0,1,0
0,0,3,71,1,3,3,0,29,2,3,1,1,0
1,0,2,62,0,0,4,1,39,2,4,0,0,0
0,0,4,52,1,9,5,1,34,0,1,1,0,0
0,0,6,49,0,0,10,0,35,2,1,0,0,0
0,0,0,59,0,7,2,0,31,2,2,0,0,0
0,0,3,71,0,25,14,0,39,0,1,0,1,0
0,0,4,47,0,25,9,0,33,0,3,0,0,0
1,0,1,84,0,13,6,0,40,2,3,0,1,0
0,0,5,84,0,15,2,0,24,0,3,0,1,0
0,0,1,81,0,8,8,0,35,2,2,1,1,0
0,0,1,81,0,1,1,0,29,2,0,1,1,0
0,0,8,85,0,3,7,0,32,0,1,0,1,0
0,0,1,80,0,18,2,0,29,2,3,0,1,0
0,0,4,50,0,0,2,0,28,0,1,1,0,0
1,0,4,52,1,0,6,0,31,0,3,0,0,0
0,0,1,89,0,0,2,1,20,2,2,0,1,0
0,0,4,50,0,8,6,0,33,0,2,1,0,0
0,0,6,45,0,3,10,0,42,2,3,0,0,0
1,0,5,83,1,12,10,1,35,2,2,2,1,1
0,0,1,80,0,4,2,0,29,0,1,0,1,0
1,0,2,61,0,7,11,1,58,2,4,0,0,0
0,0,5,82,0,17,2,0,34,0,4,1,1,0
0,0,4,47,0,0,4,0,32,2,3,0,0,0
0,0,4,49,0,19,4,0,27,2,3,0,0,0
1,0,2,62,1,13,5,0,41,0,1,0,0,0
1,0,3,69,1,0,4,1,37,2,3,1,1,0
0,0,3,72,1,32,6,0,31,2,1,1,1,0
0,0,2,61,1,17,10,0,36,2,2,0,0,0
1,0,2,60,1,21,2,0,28,2,3,0,0,0
0,0,7,64,0,4,5,0,30,0,1,0,0,0
0,0,6,49,0,0,20,1,50,2,4,0,0,0
0,0,1,82,0,0,6,2,32,2,1,0,1,0
0,0,1,84,0,31,6,0,29,2,1,1,1,0
0,1,5,87,0,17,6,0,27,2,3,0,1,1
0,0,4,50,0,1,3,0,27,0,2,1,0,0
0,0,4,49,0,1,1,0,26,0,0,1,0,0
1,0,0,61,0,1,4,0,36,2,2,0,0,0
0,0,4,50,0,23,9,0,40,0,2,0,0,0
0,0,4,45,0,7,1,0,27,2,0,1,0,0
0,0,1,84,0,29,9,1,35,2,2,0,1,0
0,0,5,83,0,12,3,2,30,2,2,0,1,0
1,0,3,71,1,24,11,0,38,2,3,0,1,0
0,0,4,46,0,31,3,0,28,2,2,1,0,0
1,0,4,49,0,25,4,0,40,2,4,0,0,0
1,1,4,55,0,3,2,0,29,2,4,0,0,1
0,0,4,49,0,9,8,1,32,0,1,0,0,0
0,0,6,55,1,7,2,0,25,2,2,0,0,0
0,0,8,88,0,0,9,1,41,0,2,0,1,0
0,0,3,72,1,0,11,1,41,2,2,0,1,0
0,0,4,45,0,32,15,0,44,0,2,0,0,0
1,0,2,57,0,0,7,1,48,0,3,0,0,0
1,0,2,56,0,4,15,1,42,0,4,0,0,0
1,0,2,60,0,19,7,0,34,2,2,0,0,0
0,0,4,60,0,3,7,0,31,2,3,0,0,1
1,0,5,81,1,13,1,0,23,0,0,0,1,0
0,0,3,73,0,25,4,0,33,0,2,0,1,0
1,0,6,48,0,0,1,0,25,1,0,0,0,0
0,0,4,51,0,13,12,0,41,2,1,0,0,0
0,0,4,48,0,7,5,0,31,0,1,0,0,0
1,0,1,86,0,1,5,2,28,2,4,0,1,1
0,0,4,47,0,3,5,0,32,2,1,1,0,0
0,0,4,50,0,0,3,1,37,2,2,1,0,0
1,0,3,70,1,25,7,0,37,2,1,0,1,0
0,0,5,81,0,3,1,0,29,1,0,0,1,0
0,0,2,62,1,16,6,1,33,2,4,0,0,0
0,0,4,49,0,25,10,1,38,2,2,0,0,0
1,0,3,77,1,0,7,1,38,2,4,0,1,0
0,0,7,63,1,0,1,0,32,2,0,0,0,0
0,0,5,76,0,23,3,0,28,2,2,0,1,0
0,0,7,62,1,0,2,0,35,2,3,0,0,0
0,0,4,49,0,31,4,0,27,0,1,1,0,0
0,0,1,90,0,1,5,0,27,2,1,1,1,0
1,0,4,51,0,5,10,1,35,2,3,0,0,0
1,0,2,61,0,16,3,0,31,2,2,0,0,1
0,0,3,71,0,31,1,0,27,2,0,0,1,0
0,0,4,51,1,3,5,0,38,0,2,0,0,0
0,0,3,72,1,0,3,0,29,2,1,0,1,0
0,0,2,66,0,17,19,0,54,0,1,0,0,0
0,0,4,52,1,1,3,0,29,0,4,0,0,0
0,0,4,53,0,18,4,0,34,2,3,0,0,0
0,0,0,58,0,2,2,0,26,2,3,1,0,0
0,0,2,60,0,17,7,0,36,0,2,1,0,0
1,0,2,58,0,9,2,0,29,0,3,0,0,0
0,0,4,47,0,24,8,1,38,2,4,0,0,0
1,0,1,87,0,0,5,1,37,2,1,0,1,0
1,0,4,48,0,0,2,1,34,2,4,0,0,0
1,0,2,59,0,25,3,0,32,2,4,1,0,0
0,0,4,51,0,4,3,1,35,2,2,0,0,0
0,0,4,53,1,0,3,0,27,0,4,0,0,0
0,0,4,52,0,3,3,0,34,2,1,0,0,0
1,0,4,51,0,30,4,0,29,0,4,0,0,1
0,0,2,62,0,7,9,0,36,0,2,0,0,0
